Student_ID,Date,Attendance_Status,Subject
S00089,2024-08-11,excused,Mathematics for Computing
S00069,2024-04-10,left early,Machine Learning
S00087,2024-08-13, late,Mathematics for Computing
S00089,2024-05-11, late,Machine Learning
S00054,2024-03-18,absnt,Artificial Intelligence Lab
S00026,2024-06-28,Absent,Software Engineering Lab
S00041,2024-11-14,Present,Software Engineering Lab
S00120,2024-08-14,excused,Machine Learning
S00150,2024-04-16,Present,Operating Systems
S00050,2024-11-10, late,Artificial Intelligence Lab
S00149,2024-05-08,excused,Software Engineering Lab
S00066,2024-11-02,PRESENT ,Artificial Intelligence Lab
S00024,2025-02-16,PRESENT ,Computer Networks
S00074,2024-10-01, late,Software Engineering Lab
S00058,2024-11-29, late,Computer Networks
S00149,2024-04-07, late,Computer Networks
S00076,2024-09-27,Present,Operating Systems
S00058,2025-01-31,left early,Computer Networks
S00010,2024-11-06,Late,Software Engineering Lab
S00124,2024-07-03, late,Database Management Systems
S00088,2024-12-12,absnt,Mathematics for Computing
S00017,2024-11-19,Present,Mathematics for Computing
S00051,2024-07-16, late,Mathematics for Computing
S00125,2024-11-14,absnt,Operating Systems
S00145,2024-11-27,absnt,Artificial Intelligence Lab
S00076,2024-07-05,excused,Software Engineering Lab
S00138,2025-01-12,Late,Computer Networks
S00066,2024-04-04,excused,Database Management Systems
S00099,2024-04-24,Absent,Database Management Systems
S00149,2024-11-25,absnt,Database Management Systems
S00102,2024-06-08,Late,Operating Systems
S00064,2024-10-21,Absent,Database Management Systems
S00114,2024-03-10,Absent,Operating Systems
S00072,2025-02-07,Absent,Computer Networks
S00018,2025-01-21,Absent,Database Management Systems
S00091,2024-04-12,Present,Software Engineering Lab
S00092,2024-03-18,left early,Mathematics for Computing
S00021,2024-03-29,Late,Machine Learning
S00094,2024-12-29,Absent,Operating Systems
S00022,2024-06-11,Present,Database Management Systems
S00085,2025-01-19,Late,Artificial Intelligence Lab
S00063,2024-12-02,absnt,Database Management Systems
S00090,2024-03-16,PRESENT ,Machine Learning
S00054,2024-03-18,left early,Mathematics for Computing
S00061,2024-06-29,excused,Software Engineering Lab
S00129,2025-02-25,Absent,Operating Systems
S00100,2025-01-17,Late,Database Management Systems
S00130,2024-10-24,Absent,Operating Systems
S00008,2024-03-22,absnt,Machine Learning
S00059,2024-05-10,left early,Artificial Intelligence Lab
S00143,2024-12-11,left early,Artificial Intelligence Lab
S00054,2024-10-31, late,Machine Learning
S00091,2024-12-15, late,Mathematics for Computing
S00029,2025-01-25,Present,Software Engineering Lab
S00036,2024-10-14,absnt,Machine Learning
S00022,2025-01-28,absnt,Software Engineering Lab
S00046,2024-04-25,PRESENT ,Software Engineering Lab
S00057,2025-02-04,Late,Artificial Intelligence Lab
S00078,2025-03-07,PRESENT ,Computer Networks
S00035,2024-05-26,PRESENT ,Operating Systems
S00046,2024-12-13,excused,Machine Learning
S00062,2024-03-20, late,Software Engineering Lab
S00084,2024-11-25,Late,Operating Systems
S00107,2024-05-17,Absent,Operating Systems
S00071,2024-12-18,Present,Database Management Systems
S00095,2024-09-16,Present,Operating Systems
S00110,2024-07-20,PRESENT ,Mathematics for Computing
S00113,2024-03-24,Absent,Operating Systems
S00115,2025-01-06,absnt,Computer Networks
S00075,2024-08-28,Late,Machine Learning
S00087,2024-11-25,PRESENT ,Mathematics for Computing
S00109,2024-11-17,left early,Software Engineering Lab
S00025,2024-04-21,absnt,Operating Systems
S00126,2024-04-27,Late,Computer Networks
S00059,2024-07-28,PRESENT ,Computer Networks
S00029,2024-06-25,excused,Software Engineering Lab
S00057,2024-09-16,PRESENT ,Computer Networks
S00085,2024-06-10,Present,Artificial Intelligence Lab
S00132,2024-11-23,Present,Database Management Systems
S00094,2025-03-03,Present,Computer Networks
S00088,2024-08-17,excused,Machine Learning
S00132,2024-07-30,Late,Artificial Intelligence Lab
S00118,2024-09-14,excused,Mathematics for Computing
S00042,2024-05-24,absnt,Machine Learning
S00026,2024-05-05,absnt,Artificial Intelligence Lab
S00149,2024-05-07,PRESENT ,Machine Learning
S00088,2025-01-08, late,Computer Networks
S00030,2024-04-14,left early,Machine Learning
S00019,2024-09-21,Present,Artificial Intelligence Lab
S00031,2024-06-23,excused,Computer Networks
S00111,2024-05-23, late,Database Management Systems
S00064,2024-08-08,excused,Software Engineering Lab
S00019,2024-04-08, late,Operating Systems
S00082,2025-02-25,Absent,Mathematics for Computing
S00006,2024-10-07,PRESENT ,Software Engineering Lab
S00074,2024-06-21, late,Operating Systems
S00087,2024-10-20,excused,Artificial Intelligence Lab
S00136,2025-02-22,excused,Software Engineering Lab
S00088,2024-09-30,Absent,Artificial Intelligence Lab
S00108,2024-12-20,Late,Machine Learning
S00134,2024-11-02,PRESENT ,Computer Networks
S00112,2024-12-28, late,Software Engineering Lab
S00056,2025-01-17,left early,Artificial Intelligence Lab
S00129,2024-09-15,Absent,Database Management Systems
S00149,2024-07-01,PRESENT ,Database Management Systems
S00064,2024-05-12,excused,Machine Learning
S00020,2024-11-29, late,Artificial Intelligence Lab
S00117,2024-03-23,Present,Machine Learning
S00044,2024-05-06,Late,Machine Learning
S00066,2024-09-08,Late,Mathematics for Computing
S00091,2024-10-06,excused,Database Management Systems
S00017,2024-06-22,PRESENT ,Mathematics for Computing
S00063,2024-08-08,excused,Software Engineering Lab
S00047,2024-08-17,PRESENT ,Computer Networks
S00136,2024-03-23,Absent,Mathematics for Computing
S00121,2024-04-05,Late,Software Engineering Lab
S00143,2024-10-22, late,Database Management Systems
S00060,2024-06-10,Present,Database Management Systems
S00135,2024-05-11, late,Operating Systems
S00049,2024-04-16, late,Mathematics for Computing
S00147,2024-05-08,Absent,Computer Networks
S00133,2024-04-10, late,Database Management Systems
S00114,2024-12-09,Absent,Machine Learning
S00109,2024-03-17,Late,Operating Systems
S00071,2024-05-21, late,Computer Networks
S00031,2024-11-24,left early,Artificial Intelligence Lab
S00002,2024-06-29,Present,Software Engineering Lab
S00104,2024-03-15,Late,Mathematics for Computing
S00053,2025-03-03,Absent,Mathematics for Computing
S00098,2024-05-08, late,Artificial Intelligence Lab
S00130,2024-03-17,excused,Computer Networks
S00094,2024-09-23,excused,Mathematics for Computing
S00120,2024-11-02,absnt,Software Engineering Lab
S00105,2025-02-12, late,Computer Networks
S00085,2024-07-24,excused,Software Engineering Lab
S00041,2024-11-09,Absent,Machine Learning
S00071,2025-01-27,left early,Software Engineering Lab
S00007,2025-03-04,PRESENT ,Machine Learning
S00116,2024-08-09,Late,Machine Learning
S00116,2024-05-24,Late,Mathematics for Computing
S00093,2024-12-30,absnt,Artificial Intelligence Lab
S00116,2025-02-22,left early,Machine Learning
S00013,2024-06-22,left early,Machine Learning
S00074,2024-12-09,absnt,Machine Learning
S00097,2024-09-10,left early,Operating Systems
S00118,2024-07-31,Late,Operating Systems
S00096,2024-03-13,Absent,Computer Networks
S00119,2024-06-09,Present,Database Management Systems
S00002,2025-03-05,Late,Database Management Systems
S00114,2024-07-16,Late,Operating Systems
S00012,2024-06-20,Present,Machine Learning
S00095,2024-06-13,Present,Software Engineering Lab
S00030,2024-05-15,left early,Artificial Intelligence Lab
S00122,2024-06-15,excused,Computer Networks
S00123,2025-02-20,PRESENT ,Computer Networks
S00104,2025-01-15,Present,Software Engineering Lab
S00044,2025-02-09,Absent,Computer Networks
S00011,2025-02-08, late,Artificial Intelligence Lab
S00127,2024-03-29, late,Artificial Intelligence Lab
S00034,2024-10-03,left early,Artificial Intelligence Lab
S00010,2024-10-28,excused,Operating Systems
S00131,2024-07-09,Late,Operating Systems
S00020,2024-05-28, late,Software Engineering Lab
S00142,2024-08-03, late,Computer Networks
S00058,2025-01-21,absnt,Software Engineering Lab
S00073,2024-03-09,excused,Software Engineering Lab
S00100,2024-09-08,Present,Software Engineering Lab
S00008,2024-06-22,absnt,Operating Systems
S00024,2024-11-10,excused,Operating Systems
S00099,2024-09-02, late,Database Management Systems
S00129,2024-03-19,Late,Artificial Intelligence Lab
S00076,2024-05-27,Late,Machine Learning
S00093,2024-05-20,left early,Artificial Intelligence Lab
S00076,2024-09-14,left early,Database Management Systems
S00110,2024-09-20,excused,Software Engineering Lab
S00024,2024-09-04,excused,Machine Learning
S00081,2024-04-24,excused,Computer Networks
S00140,2024-05-20,left early,Machine Learning
S00114,2024-07-22, late,Artificial Intelligence Lab
S00117,2024-11-16,PRESENT ,Software Engineering Lab
S00140,2025-01-15, late,Software Engineering Lab
S00026,2024-12-26,Absent,Database Management Systems
S00026,2024-03-30,Absent,Mathematics for Computing
S00150,2024-04-16,PRESENT ,Computer Networks
S00086,2025-02-22,excused,Artificial Intelligence Lab
S00133,2024-09-28,PRESENT ,Software Engineering Lab
S00081,2025-02-08,left early,Software Engineering Lab
S00089,2024-06-07,left early,Artificial Intelligence Lab
S00109,2024-07-26,excused,Artificial Intelligence Lab
S00100,2024-10-27, late,Database Management Systems
S00052,2024-08-14,PRESENT ,Machine Learning
S00037,2024-11-25,absnt,Mathematics for Computing
S00006,2025-02-09,excused,Database Management Systems
S00052,2024-12-27,PRESENT ,Database Management Systems
S00068,2024-08-22,left early,Database Management Systems
S00029,2024-09-24,Absent,Mathematics for Computing
S00143,2024-11-03,PRESENT ,Mathematics for Computing
S00014,2025-01-24,absnt,Machine Learning
S00066,2024-05-31,absnt,Software Engineering Lab
S00055,2024-10-30,Late,Mathematics for Computing
S00098,2024-05-07,absnt,Database Management Systems
S00038,2024-05-24,excused,Operating Systems
S00054,2024-11-19,Present,Computer Networks
S00021,2024-07-24, late,Computer Networks
S00007,2024-07-10,left early,Machine Learning
S00053,2025-01-25,PRESENT ,Operating Systems
S00020,2024-10-20,Absent,Database Management Systems
S00090,2024-03-25,PRESENT ,Database Management Systems
S00147,2024-03-29,Late,Mathematics for Computing
S00114,2024-12-07,excused,Software Engineering Lab
S00070,2025-01-03,Late,Computer Networks
S00093,2025-02-02,excused,Computer Networks
S00037,2024-03-28,left early,Mathematics for Computing
S00104,2024-05-24, late,Machine Learning
S00057,2024-07-11,excused,Database Management Systems
S00046,2025-02-10,left early,Artificial Intelligence Lab
S00093,2024-05-14,absnt,Mathematics for Computing
S00098,2024-12-23,absnt,Operating Systems
S00135,2024-06-26,Absent,Machine Learning
S00022,2024-03-25,Late,Mathematics for Computing
S00092,2024-12-01,absnt,Computer Networks
S00104,2025-01-11,Absent,Software Engineering Lab
S00060,2024-11-26,excused,Mathematics for Computing
S00039,2024-06-24,left early,Operating Systems
S00111,2024-12-19,absnt,Artificial Intelligence Lab
S00117,2025-01-06,absnt,Operating Systems
S00039,2024-08-31,PRESENT ,Software Engineering Lab
S00106,2025-03-03,Absent,Mathematics for Computing
S00125,2025-01-17, late,Computer Networks
S00058,2025-02-07,Present,Computer Networks
S00054,2024-09-04,Absent,Software Engineering Lab
S00079,2024-05-10, late,Mathematics for Computing
S00011,2024-10-17,Absent,Database Management Systems
S00062,2024-09-26, late,Software Engineering Lab
S00006,2024-11-05, late,Computer Networks
S00124,2024-05-22,Absent,Mathematics for Computing
S00005,2024-06-18,Present,Mathematics for Computing
S00114,2024-09-18,left early,Software Engineering Lab
S00120,2024-05-20,Absent,Software Engineering Lab
S00065,2025-01-08,PRESENT ,Machine Learning
S00144,2025-02-28,absnt,Mathematics for Computing
S00078,2024-10-15,absnt,Software Engineering Lab
S00051,2025-02-16,absnt,Computer Networks
S00077,2024-05-31,Absent,Database Management Systems
S00019,2024-11-11,left early,Software Engineering Lab
S00030,2024-12-20,left early,Software Engineering Lab
S00126,2024-08-04,Present,Database Management Systems
S00008,2024-12-14,left early,Artificial Intelligence Lab
S00100,2024-07-01,PRESENT ,Computer Networks
S00055,2024-05-19,absnt,Artificial Intelligence Lab
S00002,2024-03-31,PRESENT ,Operating Systems
S00116,2024-10-12,Absent,Computer Networks
S00034,2024-12-04,Absent,Software Engineering Lab
S00121,2024-12-22,Present,Artificial Intelligence Lab
S00024,2025-01-30,left early,Database Management Systems
S00003,2025-02-25,PRESENT ,Artificial Intelligence Lab
S00148,2024-08-12,PRESENT ,Machine Learning
S00080,2024-08-19, late,Machine Learning
S00025,2024-10-22,Absent,Mathematics for Computing
S00135,2024-08-24,PRESENT ,Machine Learning
S00106,2024-09-13,Late,Computer Networks
S00076,2024-11-10,excused,Artificial Intelligence Lab
S00044,2024-06-11, late,Computer Networks
S00054,2024-12-17,Absent,Database Management Systems
S00137,2024-06-28,PRESENT ,Mathematics for Computing
S00125,2024-11-20,Present,Machine Learning
S00037,2024-10-20,PRESENT ,Software Engineering Lab
S00004,2024-07-13,PRESENT ,Software Engineering Lab
S00036,2024-05-15,left early,Operating Systems
S00052,2025-01-28,absnt,Computer Networks
S00082,2024-08-29,PRESENT ,Operating Systems
S00127,2024-08-02,Late,Operating Systems
S00028,2024-03-13,absnt,Mathematics for Computing
S00034,2024-04-03,absnt,Machine Learning
S00066,2024-12-27,PRESENT ,Machine Learning
S00007,2024-08-15,PRESENT ,Computer Networks
S00145,2024-04-22, late,Artificial Intelligence Lab
S00049,2024-05-10,excused,Operating Systems
S00067,2024-12-27,left early,Computer Networks
S00140,2024-12-26,Late,Software Engineering Lab
S00012,2024-06-07, late,Software Engineering Lab
S00101,2024-12-18,Present,Software Engineering Lab
S00022,2024-06-04,Absent,Machine Learning
S00014,2024-08-16,left early,Artificial Intelligence Lab
S00120,2025-02-15,Present,Artificial Intelligence Lab
S00026,2024-05-11,absnt,Mathematics for Computing
S00081,2024-08-25,absnt,Database Management Systems
S00089,2024-03-19,Absent,Computer Networks
S00027,2024-09-09,PRESENT ,Computer Networks
S00007,2024-07-06, late,Operating Systems
S00053,2024-08-20,Late,Operating Systems
S00116,2024-11-01, late,Software Engineering Lab
S00003,2025-01-21,Absent,Machine Learning
S00099,2024-10-19,PRESENT ,Database Management Systems
S00138,2024-11-04,Present,Mathematics for Computing
S00023,2024-10-27,PRESENT ,Mathematics for Computing
S00043,2024-04-25,Present,Database Management Systems
S00028,2024-12-23,excused,Operating Systems
S00075,2024-05-10, late,Software Engineering Lab
S00021,2024-03-21, late,Artificial Intelligence Lab
S00035,2024-06-29,PRESENT ,Machine Learning
S00121,2024-12-03,left early,Database Management Systems
S00088,2024-08-29,Present,Software Engineering Lab
S00055,2024-08-16,PRESENT ,Operating Systems
S00123,2024-11-28,Present,Software Engineering Lab
S00121,2025-03-03,Absent,Machine Learning
S00047,2024-08-28,Absent,Database Management Systems
S00023,2024-12-14, late,Operating Systems
S00150,2025-01-07,absnt,Mathematics for Computing
S00112,2024-03-14,Absent,Artificial Intelligence Lab
S00129,2024-05-16,PRESENT ,Artificial Intelligence Lab
S00092,2024-10-21,Absent,Machine Learning
S00064,2024-08-23,excused,Computer Networks
S00036,2024-06-05,Present,Software Engineering Lab
S00088,2024-12-11,Absent,Database Management Systems
S00128,2024-10-14,absnt,Computer Networks
S00150,2024-08-25,left early,Software Engineering Lab
S00025,2024-12-23,Late,Computer Networks
S00042,2025-02-06,excused,Computer Networks
S00036,2024-07-24, late,Software Engineering Lab
S00021,2025-02-14,left early,Mathematics for Computing
S00004,2024-09-12,excused,Machine Learning
S00051,2024-06-24, late,Software Engineering Lab
S00112,2025-01-14,Late,Database Management Systems
S00087,2024-08-19,Present,Machine Learning
S00136,2024-04-13,left early,Artificial Intelligence Lab
S00079,2025-02-06, late,Computer Networks
S00042,2024-04-01,absnt,Software Engineering Lab
S00059,2024-03-09,absnt,Mathematics for Computing
S00031,2025-02-11,Absent,Software Engineering Lab
S00065,2024-09-01,Absent,Computer Networks
S00015,2025-02-25, late,Machine Learning
S00146,2024-10-11,Present,Operating Systems
S00049,2024-06-07,Absent,Database Management Systems
S00085,2024-05-04,Present,Operating Systems
S00119,2025-01-27, late,Machine Learning
S00069,2024-08-25,left early,Artificial Intelligence Lab
S00026,2024-05-23,left early,Software Engineering Lab
